"PlainMC: 3.1484+-0.0164"
0.181373201860754 -0.0451711961278558
0.652134337300497 0.228994405469389
0.681982978099018 0.518410643338417
-0.216035047180967 0.205241037162599
0.279717808253932 -0.730223423675738
-0.436117190605084 -0.778338977963821
-0.412016434321188 0.317665764744238
-0.163803872262968 0.973083659062667
-0.0212482572632136 -0.95211536341911
0.350682303938401 0.548365845134652
-0.0237377979903193 0.955376403385483
-0.0328043415363898 -0.246824385247577
-0.124970301578273 0.734242430764363
-0.0375945377338652 -0.234507837907648
-0.717059656845899 0.246134654267754
0.217213076174824 0.626771874552021
-0.412984202342566 0.532404778307492
-0.14730668587019 0.292938286109333
-0.621036998751125 0.645329691304513
0.311441417462864 -0.637494261207755
0.106196901344786 0.95180320458105
0.135421693853765 -0.850036811945046
0.218663237625111 -0.197908148727337
0.294966572567339 0.861176696541336
0.126083168725522 0.697659072325406
0.331244312846681 -0.518649759478238
0.59626031834458 0.619109264397579
-0.628416752269686 0.225996798475272
0.987633145408534 -0.101041277451926
-0.646035292952338 0.947740547334655
-0.443994818927718 -0.981527209273319
-0.0776993059915022 -0.966416846013822
0.052563500149438 -0.0628890651571048
0.634645224378745 0.05557878737132
-0.535027549385572 0.543257841627699
0.594120657813791 0.333422051432273
-0.263556780881973 -0.0118234348538441
-0.557831056210134 0.0244589974286309
-0.180045290468282 -0.182767529591344
0.534512377127312 -0.927062152850936
-0.560724141802976 0.101228765724799
0.639408993366831 -0.414718729171305
0.914890341421073 -0.264137164346938
-0.969488443792559 -0.0320934667401451
0.160821530577178 0.626696515654538
0.305305140700799 0.480004278700801
0.291364984256851 0.363700870128209
0.806500557719963 0.0877241106181053
0.0295025105725519 0.101838539867587
0.0973996879055163 -0.718447697217785
0.167446626893918 -0.760612214803981
0.396204245926908 0.582825327097823
-0.896461585488385 0.997822261414408
0.744907021403735 -0.391916246801576
0.176940320607713 0.347124250301683
-0.593957911056447 0.170400674999878
0.364446345420762 -0.718973140101402
0.508464689137631 0.454776415347483
-0.62093620264015 -0.662980576820197
-0.881307187434895 -0.683299335503624
-0.0934006213645454 -0.33326130888111
0.894757256794142 -0.16172406504011
-0.7620472990731 -0.885883620887009
-0.957942932824578 0.372742348989817
0.181676007426193 0.354444833171761
0.994956486856079 0.718116169664132
0.71983278250314 0.252960074345097
-0.0945087797448546 -0.800111926998995
0.705024519797892 -0.943416333730992
-0.51825714368292 0.917068080006665
-0.00904418575067267 0.422427803009016
0.790966212652142 0.813697280275494
0.220654426710985 -0.865095534299079
-0.884442066719961 0.0103381243582528
0.855236180990579 -0.64827585762752
-0.291339686741745 -0.307516912607251
-0.0168542726975187 -0.219300976590859
0.374952924146761 -0.499292064224972
-0.655369471598123 -0.442071689032983
0.344872626170922 0.989422035398624
0.955765194238986 -0.627835327586082
0.426407745772231 0.822495487435952
0.352167763445604 -0.312074080720578
0.450567892496738 -0.888513728924335
0.375535639643453 0.308576616136626
0.749751895549592 -0.677519868909158
0.855276566862723 -0.798375267441559
0.325744850247048 0.484171575626438
-0.124227521533252 -0.918940023481352
0.617621508248905 -0.896951764774021
0.998558445832952 0.0317189428171696
0.517506167999239 -0.170048134946287
-0.354215480086494 0.30247339946333
-0.26502955763835 -0.0608662409060012
0.878007150198336 -0.595216715519883
0.855257544599128 0.147096208830874
-0.288288959901914 -0.507679179081544
0.961302885767679 -0.38120885816459
0.996020057236785 0.968470725216191
-0.53847048317011 -0.467271492568437
-0.315663426795818 -0.995928337795627
0.6348024847148 -0.453340435146047
-0.398027753177112 -0.613819817832587
-0.162793479469974 -0.218479005255959
0.454954173162093 0.890781348520322
0.624935457308281 -0.736429448116771
-0.0596931972818883 0.241824390944943
0.990863589565672 -0.0759537485781842
-0.145341495585321 -0.403544119281482
0.176710967522446 -0.950305636017726
0.952955476917771 -0.48856586659726
-0.766520879122671 -0.0292476448366641
0.453319071537498 -0.397344313281283
0.610769090992757 0.362955745944267
-0.759678153209238 -0.293046291588361
0.488151518389653 -0.0926982467494432
0.619530459688758 0.0848930008173423
0.418711662021797 0.994486783628579
0.39691645810237 -0.0291533968547142
-0.772020381769175 -0.740395662253907
-0.534733121066696 0.95344944761761
0.484179585931906 0.987225801678014
-0.220152172828164 0.591686992715899
-0.793210593887237 0.469886649153143
-0.498542768647216 0.0372566343458633
0.764132637420731 0.399564176518267
-0.208240242306255 -0.588164847152384
-0.420226969486208 -0.827097560198557
0.770592541327045 -0.335949870448536
0.093340493316455 0.999316560104171
-0.224588908825344 0.474250774585759
-0.458800852046721 -0.251999535249546
-0.597370169869331 -0.282366295942276
