t x1 m_1 vx1 vy1 x2 m_2 vx2 vy2 x3 m_3 vx3 vy3
0 0.97000436 -0.24308753 0.466203685 0.43236573 -0.97000436 0.24308753 0.466203685 0.43236573 0 0 -0.93240737 -0.86473146
0.01 0.974606043436743 -0.238749018531362 0.454160287310262 0.435303179838383 -0.965281426453749 0.247395647057802 0.478410221661545 0.42922260388136 -0.00932461698299449 -0.00864662852643966 -0.932570508971808 -0.864525783719743
0.03 0.983452194519274 -0.229988739482382 0.430563802371553 0.440600807669727 -0.955465306191632 0.255912161069195 0.503309344553784 0.422277786832587 -0.0279868883276417 -0.0259234215868131 -0.933873146925338 -0.862878594502315
0.07 0.999761246582515 -0.212185293476079 0.385318452724081 0.449148221393903 -0.934307331207923 0.27248053778248 0.555001557925987 0.405447513120976 -0.0654539153745925 -0.0602952443064007 -0.940320010650067 -0.854595734514879
0.135362905112787 1.0226711242086 -0.182496847215405 0.316765273296375 0.458433239191286 -0.895140352246173 0.297827322160803 0.644365531882381 0.367819951333096 -0.127530771962427 -0.115330474945398 -0.961130805178756 -0.826253190524382
0.199206204149369 1.04091602667665 -0.153050254147432 0.255692730828145 0.463504338047097 -0.851096712833381 0.319745954095749 0.735843647310876 0.316080882402453 -0.18981931384327 -0.166695699948317 -0.991536378139021 -0.77958522044955
0.263886402128073 1.0555927988048 -0.122977253206441 0.19890961232268 0.466059648936061 -0.800469360511956 0.338012238839366 0.82940014816947 0.245465044544088 -0.255123438292844 -0.215034985632925 -1.02830976049215 -0.711524693480149
0.325756706138226 1.0663226866044 -0.0941058921357632 0.148503351352016 0.467055652827 -0.746471424549729 0.350617833103674 0.915026731313787 0.158835912839637 -0.319851262054675 -0.256511940967911 -1.0635300826658 -0.625891565666637
0.386288770288528 1.0738931646742 -0.0658239928360767 0.102024545005096 0.467310589594281 -0.688766675868115 0.357206265309591 0.989536470526638 0.0559902457182746 -0.385126488806085 -0.291382272473514 -1.09156101553173 -0.523300835312555
0.445842390625965 1.07865711499349 -0.0379942343218008 0.0582131848871418 0.467279763542885 -0.628002767473597 0.357143586689405 1.04826294276689 -0.0602396615336018 -0.450654347519891 -0.319149352367604 -1.10647612765403 -0.407040102009284
0.504805643661008 1.080839216963 -0.0104439922291479 0.0159163161487359 0.467216098087904 -0.56493310611104 0.34994271938189 1.08763829962 -0.185103730799225 -0.515906110851961 -0.339498727152742 -1.10355461576874 -0.282112367288679
0.563613296784661 1.08054391183202 0.0170317616954219 -0.0259748285905999 0.467226537929335 -0.500326897765996 0.335306291008484 1.10606362616545 -0.312523861231181 -0.580217014066027 -0.352338052703906 -1.08008879757485 -0.154702676698154
0.622902797112296 1.07774179771047 0.0447354107648988 -0.0686951471022043 0.467297187925441 -0.434706229030213 0.313065042129711 1.10433674846022 -0.436354024354926 -0.643035568680261 -0.35780045289461 -1.03564160135802 -0.030943163570515
0.683432488544886 1.07223253973773 0.0730214549387229 -0.113631762897613 0.467286543164834 -0.368360295665372 0.283107063819377 1.08540591127531 -0.551053251696324 -0.703872244072359 -0.3561285187581 -0.971774148377694 0.0837667085314902
0.745791449418542 1.06364637955273 0.102151396415265 -0.162207961878106 0.466876661765785 -0.301608135234985 0.245503190514335 1.05409293064157 -0.651756582622052 -0.762038244317743 -0.3476545869296 -0.891884968763466 0.184879920856267
0.81008359613373 1.05151994594517 0.132130406482847 -0.215675360514462 0.465488046097796 -0.235029029911114 0.200823566710236 1.01682865526392 -0.734500104007943 -0.816490916034061 -0.332953973193082 -0.801153294749461 0.269012057910146
0.876138691363724 1.03533563310244 0.162782366819486 -0.275211430744377 0.462174682413804 -0.169087152869921 0.150115738071918 0.980638682582553 -0.797129162666982 -0.866248480232524 -0.312898104891404 -0.705427251838176 0.334954480253177
0.944227407907441 1.01434276189205 0.194045485969198 -0.342505849333781 0.455430061981656 -0.103364651485304 0.0942768518765112 0.951673724540955 -0.839452833904086 -0.910978110406745 -0.288322337845709 -0.609167875207174 0.38402277192243
1.01513354737054 0.987358227373653 0.225931420677468 -0.419945222308966 0.442792683603422 -0.0365693422827644 0.0338433035371682 0.934905082378294 -0.861568287084685 -0.950788885090889 -0.259774724214636 -0.514959860069327 0.418775603481263
1.08878881487543 0.953202962488465 0.25779589919447 -0.50896178835442 0.420598927447099 0.0321622958071498 -0.0297793550688442 0.934341556410685 -0.862284918054959 -0.985365258295615 -0.228016544125625 -0.425379768056265 0.441685990607859
1.15750377933773 0.915152604818858 0.285656137452922 -0.599681333551653 0.388072416174196 0.0967998626373556 -0.0884686621890796 0.94938725851483 -0.842562003948629 -1.01195246745621 -0.197187475263842 -0.349705924963177 0.454489587774433
1.22268898321962 0.873099556299466 0.309571904296892 -0.691311190334019 0.343124250449189 0.159490807997812 -0.14225934450399 0.975824517111868 -0.804573280221564 -1.03259036429728 -0.167312559792902 -0.284513326777849 0.461449029772375
1.28544917134948 0.826865912254766 0.329331662425593 -0.782184786977705 0.28368170814866 0.221753192134455 -0.1911043416301 1.00926908737792 -0.748698362381748 -1.04861910438922 -0.138227320795492 -0.22708430040022 0.465016654233089
1.34886630991177 0.774372917997994 0.344928805830424 -0.872652093431429 0.20492335223591 0.286927166438579 -0.236252094842218 1.04616077394214 -0.671605337836087 -1.06130008443657 -0.108676710988206 -0.17350868051071 0.466681985600177
1.40996605300287 0.718542004551719 0.354649297766509 -0.95333321419984 0.110196908533119 0.351870699127378 -0.274507417146786 1.07858832200716 -0.577436764127795 -1.0704127036791 -0.080141880619723 -0.125255107807315 0.467239855594676
1.46997540283109 0.659240347967638 0.358040953154603 -1.02062941025283 0.000285233053453779 0.417328296164023 -0.305941368717221 1.10086268208825 -0.467596997233485 -1.07656864413166 -0.0520995844373814 -0.0802332718354169 0.467311764180032
1.52919176929917 0.597241536794836 0.354519252416251 -1.07018845856393 -0.120892030123627 0.482801777688419 -0.330090271716187 1.10749174469306 -0.346351137803017 -1.08004331448325 -0.0244289807000639 -0.0373032861291275 0.467243167926644
1.58801275366835 0.533332371093761 0.343690386484031 -1.09931697544822 -0.247801746465276 0.547669818760758 -0.346743746551902 1.09466683693237 -0.219408567252968 -1.08100218985452 0.00305336006787139 0.00465013851584784 0.467210313718245
1.64696555892616 0.46818054240967 0.325333647762293 -1.10759565462713 -0.374194389077428 0.611307881280424 -0.35593147969993 1.06081151336589 -0.0930649996185127 -1.07948842369009 0.0305978319376377 0.0467841412612394 0.467259388695941
1.70677154770114 0.402173495721219 0.299308564315876 -1.09692443307018 -0.494185512844784 0.673218755822405 -0.357853381034665 1.00651084728206 0.0268684759452436 -1.07539225154362 0.0585448167187894 0.0904135857881219 0.467317036899541
1.76815231495243 0.335573014297187 0.265560237563073 -1.07119483045086 -0.602571907126935 0.732852233761864 -0.352786554172328 0.934227263888696 0.135408011578325 -1.06842524805905 0.087226316609255 0.136967566562164 0.46716389554861
1.83148057091112 0.268821834325043 0.224368032945801 -1.03607938271617 -0.694855849272438 0.789337277462073 -0.341158631403174 0.848273555214622 0.228490514245258 -1.05815911178712 0.116790598457374 0.187805827501551 0.46636533502718
1.89664811051538 0.202539113739546 0.176587459756912 -0.998493084110815 -0.767839199033144 0.841571735507735 -0.323708556288131 0.75440102198306 0.303662090659629 -1.04411084924728 0.14712109653122 0.244092062127755 0.464177108373515
1.96362506803656 0.136825078146474 0.123276171899229 -0.965169307514552 -0.820442663470005 0.888857007841632 -0.301344872309103 0.657990594465745 0.36102939094738 -1.02568208598811 0.178068700409875 0.307178713048807 0.459413272522625
2.03299875847932 0.0707602917454402 0.065109811444498 -0.94163044776109 -0.852884889447323 0.931157005113259 -0.274759928439784 0.562485761342008 0.40272652263919 -1.0019172968587 0.209650116995287 0.379144686419081 0.450158366808133
2.10543130930708 0.00298995966868379 0.00277300152921622 -0.932424663686548 -0.864709758279738 0.968503781895629 -0.244473066671542 0.470101726724786 0.431380047315397 -0.971493741564312 0.241700065142327 0.462322936961761 0.433329710964341
2.17933516483699 -0.066109567268906 -0.0608908248499727 -0.940477187714537 -0.854391218600828 1.00003035752939 -0.211872810688986 0.384554252577183 0.449274890177416 -0.933920790260489 0.272763635538959 0.555922935137354 0.405116328423412
2.24613994591774 -0.129587674827548 -0.11709636066679 -0.962006850549064 -0.825002179836205 1.02334727445475 -0.18151673100693 0.314630852672903 0.458657361371197 -0.893759599627203 0.29861309167372 0.64737599787616 0.366344818465009
2.30995154662036 -0.19191010762148 -0.168336389044297 -0.992667918776624 -0.777705527812593 1.04145380848216 -0.152074136358237 0.25376879255591 0.463621331026684 -0.849543700860678 0.320410525402534 0.738899126220714 0.31408419678591
2.37453468857662 -0.257191937296075 -0.216462685493199 -1.02948825909944 -0.709059652340068 1.05599206763802 -0.122041093022837 0.197218653005778 0.466109306550359 -0.798800130341943 0.338503778516036 0.832269606093662 0.242950345789709
2.43635122252308 -0.321933229730744 -0.25773335692596 -1.06457226814658 -0.622857803264603 1.06661296036487 -0.0931929091943397 0.146963895137403 0.467071716846398 -0.744679730634124 0.3509262661203 0.917608373009174 0.155786086418205
2.49684591385312 -0.387222180467813 -0.292383015939911 -1.09227104189498 -0.519769943268546 1.07408894876619 -0.0649280196102916 0.100589652710738 0.467311762395335 -0.686866768298382 0.357311035550203 0.991681389184236 0.0524581808732106
2.55637516244942 -0.452751223229656 -0.319916798585134 -1.10667968275982 -0.403144907570868 1.07876761438562 -0.0371097396846605 0.0568437912625018 0.467276880062992 -0.626016391155964 0.357026538269795 1.04983589149732 -0.0641319724921234
2.61532587968317 -0.517983046548736 -0.340025852495731 -1.10313029703491 -0.278039374933957 1.08086955133741 -0.00956549929125514 0.0145775240305321 0.467214632102144 -0.56288650478867 0.349591351786987 1.08855277300438 -0.189175257168186
2.67413811388775 -0.582254125365905 -0.352626175011634 -1.07898820054183 -0.150654503460705 1.08049541596931 0.0179123931591482 -0.0273201138925658 0.467227858661485 -0.49824129060341 0.334713781852486 1.10630831443439 -0.31657335520078
2.73345563124844 -0.645017243189428 -0.357856183362292 -1.03388549387875 -0.0271056229094836 1.07761086298513 0.0456292451198382 -0.0700891599072195 0.467298884584451 -0.432593619795698 0.312226938242455 1.10397465378597 -0.440193261674968
2.79403683965492 -0.705781154466395 -0.35596067005324 -0.969442708677456 0.0872348253148326 1.07200974619569 0.0739393135201824 -0.115120539186055 0.467281556916657 -0.366228591729298 0.282021356533058 1.08456324786351 -0.55451638223149
2.85645914209622 -0.76384615054012 -0.347276731800185 -0.889117977650837 0.187848505758779 1.06331779476344 0.103097979969113 -0.163835131140726 0.466851009235653 -0.299471644223315 0.244178751831072 1.05295310879156 -0.654699514994432
2.92081003243943 -0.818161525347201 -0.332390202435878 -0.798138184715802 0.271402639857005 1.05107015027112 0.133101450735306 -0.217477480721684 0.465417783785044 -0.232908624923919 0.199288751700572 1.01561566543749 -0.736820423642049
2.98692242548631 -0.867759590337783 -0.312178098662595 -0.702337503953535 0.336773460681482 1.03474568515517 0.163772869399498 -0.27723129115839 0.462021811336581 -0.166986094817386 0.148405229263098 0.979568795111924 -0.798795272018063
3.05508839901539 -0.912329842947411 -0.287467980896452 -0.606110997901691 0.385341774837392 1.0135818370194 0.195056532036702 -0.344811006066628 0.455133231434957 -0.101251994071986 0.0924114488597505 0.950922003968318 -0.840475006272349
3.12609555620317 -0.951983387716661 -0.258801333499607 -0.512002681466804 0.419679770378532 0.98638251821909 0.226958819128198 -0.422613986310768 0.442252153705102 -0.0343991305024301 0.0318425143714098 0.934616667777572 -0.861931924083634
3.19980172335116 -0.986373643041087 -0.226967911301277 -0.422641626664251 0.442247049962658 0.951994381301686 0.258792717847403 -0.511972417365748 0.419688135955786 0.0343792617394008 -0.0318248065461261 0.934614044029999 -0.861935185918443
3.26838430828998 -1.01273568583581 -0.196168999177999 -0.347363636905526 0.454799980546455 0.913808499608166 0.286524046844514 -0.602748382675426 0.386776187611654 0.0989271862276441 -0.0903550476665141 0.950112019580951 -0.841576168158108
3.3334729358148 -1.03320055696025 -0.166323282447537 -0.282471110289891 0.461612986802743 0.87161730051874 0.310305587725191 -0.694386774953148 0.341373336158579 0.161583256441505 -0.143982305277654 0.976857885243039 -0.802986322961322
3.39945213586524 -1.04982685425717 -0.135733184836525 -0.222394520863848 0.465218286552261 0.822653706989578 0.330837264693275 -0.789951144636192 0.277778719596353 0.227173147267594 -0.195104079856749 1.01234566550004 -0.742997006148614
3.46214599194031 -1.06209896281765 -0.106511624767861 -0.169741540802521 0.466751258162892 0.770312937177583 0.345864584614084 -0.879070151270735 0.198382506656986 0.291786025640071 -0.239352959846222 1.04881169207326 -0.665133764819878
3.52323164344811 -1.07098659926847 -0.0779809680315664 -0.121713798449656 0.46725602450633 0.71412317018717 0.355141106790318 -0.959010763345819 0.102291956134986 0.356863429081296 -0.277160138758751 1.08072456179547 -0.569547980641315
3.58315274558194 -1.07692796616419 -0.0499796798705327 -0.0769034995214923 0.467307454673053 0.654603631445949 0.358022681113099 -1.0250730221633 -0.00861173345052786 0.422324334718245 -0.308043001242565 1.10197652168479 -0.458695721222525
3.64232789552722 -1.08020676129302 -0.0223287040035007 -0.0340843571557429 0.467237155823827 0.592427755356975 0.353955165584769 -1.07314670528193 -0.130444298782986 0.487779005936041 -0.331626461581268 1.10723106243767 -0.33679285704084
3.70113727440484 -1.08097729081594 0.0051480245948159 0.00783990040518306 0.467210389951907 0.52840422296129 0.342558596833965 -1.10066911340452 -0.257533342663558 0.55257306785465 -0.34770662142878 1.09282921299934 -0.209677047288349
3.76012848356254 -1.07927272613198 0.0327106141658506 0.0500396564488714 0.467264245952889 0.463176356476933 0.323621554658915 -1.10740918148288 -0.383637077390039 0.616096369655051 -0.356332168824765 1.057369525034 -0.0836271685628499
3.82003153503515 -1.07497006936131 0.0607031445741935 0.0938411502250542 0.467315716652192 0.397114250455324 0.297007408220566 -1.09542942291418 -0.502918252861604 0.677855818905982 -0.357710552794758 1.00158827268913 0.0356025362094113
3.88155471518621 -1.06776777433621 0.0894503316681214 0.140676355659298 0.467131949777879 0.330482486412932 0.262674906762099 -1.06876336384399 -0.610224941705259 0.737285287923282 -0.35212523843022 0.928087008184695 0.14309299192738
3.94503148099467 -1.05723067926204 0.119079819938371 0.191890557216518 0.466258182628497 0.2637459581095 0.220943254900321 -1.03320792045825 -0.701126280122632 0.793484721152538 -0.340023074838691 0.841317363241731 0.234868097494135
4.01033189375716 -1.04287241323947 0.149460808119055 0.248640602303654 0.463922190502691 0.1975150942285 0.17270608368998 -0.99572224058417 -0.772566780678741 0.84535731901097 -0.322166891809035 0.747081638280515 0.30864459017605
4.07746364753607 -1.02407635350021 0.18045474506463 0.312320780399126 0.458895391946652 0.131818496498173 0.119006435873156 -0.962965567353306 -0.823622169236008 0.892257857002037 -0.299461180937785 0.650644786954179 0.364726777289356
4.14705609581747 -0.999852244686926 0.212085213523347 0.385067212659601 0.449188579470918 0.0656678519892068 0.0604888876010825 -0.940368802102597 -0.85452779603973 0.934184392697718 -0.272574101124429 0.555301589442996 0.405339216568812
4.21970911318894 -0.968873477322426 0.244137350796145 0.469147505174709 0.431621408713378 -0.00226141087463851 -0.00209805909954499 -0.932414723444182 -0.864717655331207 0.971134888197063 -0.242039291696599 0.463267218269473 0.433096246617829
4.29353866897425 -0.930813457268081 0.275009159003894 0.563301545512403 0.402423592730977 -0.0713398441410969 -0.065635448458151 -0.941776238192955 -0.852688971456611 1.00215330140918 -0.209373710545743 0.378474692680552 0.450265378725634
4.36007360121703 -0.890319567224489 0.300541845846609 0.654839162895945 0.362624226234753 -0.13468003994033 -0.121451257334363 -0.964215711099576 -0.821818749809589 1.02499960716482 -0.179090588512246 0.309376548203631 0.459194523574836
4.4236942301602 -0.845761851282596 0.322000220961056 0.746293679777935 0.309172291998359 -0.196975997070096 -0.172289212019409 -0.995425805815651 -0.773066946687658 1.04273784835269 -0.149711008941646 0.249132126037716 0.463894654689299
4.48806566175002 -0.794720637577327 0.339676852353209 0.839225468330253 0.236755384981522 -0.262227229853232 -0.21991247317673 -1.03234573786871 -0.702980749754012 1.05694786743056 -0.119764379176478 0.193120269538455 0.466225364772491
4.54975147527103 -0.740305705541925 0.351650538201994 0.923840942908273 0.148295950656579 -0.326999422707749 -0.260677792949223 -1.06707001271994 -0.61540500894063 1.06730512824967 -0.0909727452527699 0.143229069811668 0.467109058284051
4.61015803539546 -0.682231027203181 0.357537160052494 0.996832590108287 0.0438057665161621 -0.39232144432592 -0.29478917761009 -1.09393544054912 -0.511120420692395 1.0745524715291 -0.0627479824424041 0.0971028504408362 0.467314654176233
4.66962966275279 -0.621173437616279 0.356710802155697 1.05358004719012 -0.073639490342837 -0.457850718654071 -0.321753988947664 -1.1070914199478 -0.393631353741211 1.07902415627035 -0.0349568132080315 0.053511372757685 0.467270844084048
4.72855206572748 -0.557899927731106 0.34870418468612 1.09068859670109 -0.19909234930434 -0.523031146681632 -0.341278101405247 -1.10200310879361 -0.268120035628907 1.08093107441274 -0.00742608328087286 0.0113145120925134 0.467212384933247
4.78737855534143 -0.493161542420748 0.333239068480112 1.10681875526107 -0.326410535254832 -0.587203018384098 -0.353297608872805 -1.07621417263764 -0.140821695309746 1.08036456080484 0.0200585403926944 -0.030604582623433 0.467232230564578
4.84676792031157 -0.427448813553354 0.310153954914115 1.10302209081503 -0.449495524877949 -0.649829244429829 -0.35796324196932 -1.02952349406291 -0.0178079487002654 1.07727805798318 0.0478092870552057 -0.0734985967521219 0.467303473578214
4.90747737438613 -0.361038156475492 0.279345909019703 1.0824626908946 -0.562882989102579 -0.710413115341763 -0.35552506062921 -0.963695505920985 0.095614564539015 1.07145127181725 0.0761791516095077 -0.118767184973612 0.467268424563564
4.9700543384733 -0.294271789385477 0.240924723795588 1.05015797823062 -0.661783383505966 -0.768227529773522 -0.346332542221621 -0.882333635701133 0.194998409714478 1.062499319159 0.105407818426034 -0.167824342529484 0.466784973791489
